Age,MonthlyIncome,DistanceFromHome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumCompaniesWorked,PercentSalaryHike,Attrition
31,66272,28,1,2,4,2,2,22,No
27,66306,20,2,3,3,2,4,25,No
36,78056,1,1,3,4,2,0,22,No
26,57500,15,0,3,1,4,2,15,Yes
44,99578,9,6,3,3,1,1,23,No
40,84258,11,6,4,4,4,2,15,No
56,98992,9,8,1,2,1,3,21,Yes
23,54969,16,0,2,3,4,3,23,Yes
40,91915,22,3,2,3,3,1,13,Yes
42,80505,20,7,1,3,3,2,11,No
40,98970,11,4,1,4,2,1,23,Yes
23,80561,17,0,2,1,3,2,21,Yes
27,61119,25,0,4,3,1,5,12,No
56,120549,20,6,1,3,4,2,20,Yes
58,109998,18,12,2,3,2,3,25,Yes
44,93506,9,4,3,4,4,2,18,No
23,64371,5,0,3,3,4,1,17,No
24,66163,20,0,2,4,3,1,25,No
44,102785,8,6,1,2,1,1,19,No
30,61287,24,1,1,3,1,3,23,Yes
54,114796,26,13,3,4,4,1,13,No
44,109194,1,7,4,4,4,0,13,No
28,78129,4,0,3,4,2,0,15,Yes
21,64517,21,1,2,3,3,2,17,Yes
47,79558,23,7,4,2,3,3,10,No
42,80291,11,2,3,4,3,2,15,No
53,121529,6,4,4,2,2,3,12,Yes
37,68772,24,5,1,2,1,1,13,Yes
54,150517,11,8,2,4,2,3,19,No
27,75224,15,1,3,2,2,1,25,Yes
38,85851,30,5,4,3,4,4,21,No
50,113874,10,9,1,4,4,0,16,No
25,73489,7,1,1,2,4,1,12,Yes
48,90486,26,5,1,2,4,1,15,No
31,56247,23,0,3,2,3,1,15,No
35,80989,12,6,1,4,2,1,11,Yes
47,107199,2,6,1,3,3,2,17,No
22,79479,23,0,2,2,1,1,19,No
33,83312,19,4,1,2,1,2,18,Yes
45,90760,18,9,1,2,1,2,20,No
48,103109,30,3,2,3,2,4,24,No
48,114964,7,7,2,1,2,3,13,No
58,112817,29,11,3,4,1,1,10,No
44,95225,29,7,4,4,2,0,23,No
57,131570,16,9,3,1,4,3,12,No
29,100871,13,4,1,2,3,1,11,No
42,89703,20,0,2,1,2,2,19,Yes
50,118260,2,9,2,3,1,2,18,No
21,52049,4,0,3,4,1,2,11,No
45,94861,18,11,2,3,1,4,14,No
38,86091,16,4,1,4,3,1,21,No
56,121287,8,10,1,4,1,3,24,No
53,111349,5,4,3,2,1,6,14,No
36,75064,26,3,3,3,2,3,19,No
25,74221,8,5,4,4,1,6,10,Yes
30,62847,8,1,2,3,1,1,19,No
54,109082,6,10,3,2,2,7,21,No
56,96930,28,8,3,2,1,5,19,No
46,95685,4,4,1,1,1,6,13,Yes
29,68242,27,3,4,3,2,2,17,No
28,51896,7,1,3,3,1,2,18,No
41,99315,28,5,2,4,2,4,10,Yes
48,113543,13,7,4,2,1,4,21,No
56,104963,6,3,3,3,2,1,15,Yes
41,86725,12,5,2,3,2,3,20,No
46,103590,22,7,1,2,3,4,23,No
39,99222,22,4,1,2,3,2,22,Yes
42,65444,19,10,1,2,1,3,15,Yes
40,84434,2,4,4,4,2,2,12,No
52,119387,30,6,2,4,1,1,17,No
26,73590,8,0,3,2,4,8,12,No
28,68736,19,1,2,2,2,0,21,No
41,98370,8,3,1,3,2,0,18,No
46,101446,23,8,4,1,1,0,18,No
25,67217,30,4,3,1,4,1,12,No
28,74845,25,7,3,3,4,0,24,Yes
21,51027,13,1,2,3,3,5,24,No
27,73406,16,0,3,3,2,2,16,Yes
23,65663,10,0,3,2,1,0,23,No
43,91564,2,5,1,4,2,3,12,Yes
36,80833,23,0,3,2,1,2,16,No
30,66553,25,3,4,4,1,0,16,No
23,40335,24,3,3,1,1,6,17,No
43,104126,30,4,2,2,1,2,18,Yes
45,96749,15,11,3,2,1,3,17,No
31,64203,16,4,1,4,4,1,16,No
25,77057,7,5,3,4,3,0,20,No
40,68532,23,9,2,1,3,3,21,Yes
34,89634,11,6,4,4,2,4,13,No
54,116380,17,8,1,2,1,1,13,No
51,105448,23,5,4,3,2,2,18,Yes
50,81746,9,4,4,1,2,4,20,No
29,72546,10,0,3,2,4,2,18,No
28,56362,27,0,1,2,1,0,14,Yes
25,76628,20,0,4,1,2,2,18,Yes
50,125737,18,2,2,1,4,4,23,No
21,50149,24,0,3,2,3,1,22,No
35,74588,3,8,4,4,3,2,25,No
48,104682,29,9,2,4,1,0,15,Yes
48,102152,14,5,1,1,1,2,13,Yes
35,75007,17,2,2,4,4,0,19,No
57,108578,10,13,2,2,4,1,25,No
42,99689,16,4,4,2,3,2,17,No
50,117375,21,8,4,1,4,0,25,No
43,105171,3,3,4,2,2,2,19,Yes
39,79683,16,5,2,3,3,2,17,No
26,66762,18,0,1,3,4,2,18,No
27,61802,28,0,4,1,3,1,14,No
58,108374,3,4,3,2,4,3,25,No
26,74472,4,1,1,4,2,1,20,No
39,68895,9,3,3,1,3,1,24,No
38,101276,4,8,1,2,1,2,20,No
45,102465,20,3,1,2,3,3,20,No
21,63728,12,0,1,3,4,0,17,No
23,69126,30,0,3,3,2,4,15,No
29,66670,4,3,4,4,3,5,22,No
43,94621,25,7,3,2,3,2,16,No
23,60500,10,2,2,2,2,2,14,Yes
30,68117,24,0,2,3,3,4,25,Yes
41,117458,16,2,3,2,4,2,21,No
47,102886,25,8,1,3,1,2,18,No
58,107914,19,9,1,4,1,3,23,No
35,77845,8,2,3,2,2,3,21,Yes
50,111297,30,4,2,1,3,5,12,Yes
29,75703,5,3,4,1,1,0,22,No
25,62331,16,2,2,4,3,1,19,Yes
56,92987,9,11,4,2,3,0,21,No
36,88847,26,2,2,3,4,0,10,No
42,101321,7,0,2,3,3,1,13,No
48,92219,16,12,2,1,4,4,16,No
38,95024,2,4,4,1,4,1,19,No
54,100021,10,7,2,3,2,3,19,No
22,74085,22,0,2,3,2,2,13,Yes
27,73048,6,0,2,2,1,3,23,Yes
41,104856,28,6,3,2,2,2,22,No
34,94142,30,0,1,3,1,3,17,Yes
40,85772,5,2,2,3,3,4,20,Yes
22,66799,3,0,4,2,1,6,15,Yes
50,116159,15,6,2,1,3,2,18,No
27,47591,17,0,1,2,3,0,15,No
36,91317,28,3,3,4,2,2,21,Yes
51,133890,2,8,3,3,3,1,19,No
43,93460,13,7,4,4,2,2,14,No
49,74744,12,8,2,3,1,3,11,No
27,81056,2,1,3,3,2,1,16,Yes
53,116245,23,9,1,3,2,3,17,Yes
48,122393,16,3,1,1,3,3,24,No
21,50795,3,0,3,1,3,2,18,No
50,97313,11,9,4,3,2,3,12,No
35,103053,14,6,2,2,3,1,22,No
40,86418,9,3,2,2,1,0,18,No
42,79823,8,5,1,3,3,3,14,No
33,65412,12,3,4,4,4,1,14,No
53,98113,24,9,4,4,3,0,12,No
54,107516,24,5,1,3,4,3,12,No
33,68911,24,4,1,3,1,3,12,No
30,77913,28,1,3,4,1,2,24,No
34,85130,7,8,1,1,4,2,24,No
48,102136,14,13,4,1,4,0,14,No
55,101443,7,14,4,3,4,1,14,No
25,86109,10,0,1,4,4,0,21,No
37,90516,21,5,1,4,2,3,22,Yes
27,53443,17,0,4,4,1,1,13,No
41,93647,15,4,2,2,1,2,17,No
55,114603,4,7,3,3,1,3,16,No
49,98106,8,8,4,2,4,3,25,No
58,101726,21,10,2,4,1,4,15,No
48,105454,2,5,3,4,2,1,14,No
57,130746,22,8,3,2,3,2,12,No
30,79162,20,3,4,3,1,2,11,No
58,116781,14,10,3,4,2,1,25,No
57,118118,5,6,2,3,4,1,16,No
23,84441,8,0,4,4,3,6,25,No
45,96978,11,7,1,4,4,2,16,No
56,102664,8,11,4,3,4,4,13,No
53,104136,6,13,2,3,1,2,24,Yes
41,83759,18,0,4,3,3,0,19,No
47,101604,27,8,2,2,2,1,11,No
48,111236,22,5,3,2,2,0,13,No
29,82486,6,0,1,1,1,4,24,Yes
37,83801,6,9,4,1,2,4,12,No
23,45130,10,0,4,2,3,2,20,No
37,100063,26,6,3,3,4,1,17,No
38,89364,28,1,2,1,4,4,16,Yes
21,69780,15,0,1,1,2,5,16,Yes
27,55620,30,3,1,3,2,2,25,Yes
55,106841,1,4,2,3,1,3,14,Yes
48,106018,1,2,3,1,3,1,17,No
24,62767,11,0,1,3,1,0,16,No
31,72406,4,8,2,4,1,1,23,Yes
40,95927,4,3,4,1,3,1,13,No
26,63860,13,5,3,4,4,3,14,No
58,110669,23,5,1,4,3,2,16,No
41,79200,24,0,2,4,2,3,13,No
47,90790,4,4,4,4,3,3,18,No
32,68822,27,3,2,3,3,0,20,Yes
56,102034,18,11,3,2,3,3,11,No
27,69168,22,0,3,2,2,4,25,No
56,111234,12,11,4,3,2,1,19,Yes
47,92729,18,12,2,1,3,2,12,Yes
28,59634,6,0,1,1,3,4,10,No
59,117468,19,7,3,4,2,1,16,No
56,128693,20,3,4,3,3,1,10,No
28,82527,13,0,4,4,2,3,16,No
39,95906,20,8,2,3,1,0,11,No
58,92760,29,6,4,4,2,1,19,No
31,66929,21,0,3,2,4,2,18,No
25,79096,13,5,4,3,4,0,18,No
52,97719,6,7,3,3,1,2,19,No
39,94534,23,2,4,1,1,3,21,No
42,88295,26,2,3,1,2,1,23,No
43,78794,10,0,1,4,2,0,23,No
53,106285,29,6,3,2,4,1,18,No
48,104622,28,5,3,4,2,3,10,No
41,96041,4,8,1,4,3,0,15,No
55,111156,21,6,2,4,1,0,20,No
55,140740,2,4,4,1,4,1,10,Yes
47,115096,23,2,3,1,2,2,10,No
24,39621,27,0,3,1,3,2,12,No
58,133129,4,9,3,4,4,4,11,No
35,61297,2,5,3,4,3,2,21,No
32,64608,1,0,1,2,4,2,17,No
43,103067,23,3,2,3,4,2,25,No
35,91411,8,4,2,2,1,3,16,No
52,95002,7,8,1,4,1,1,12,No
21,57454,23,0,1,2,3,2,19,No
27,79000,26,3,3,1,2,2,22,No
59,139140,1,8,4,2,3,3,19,No
59,124088,14,7,4,1,2,2,10,No
57,92783,5,8,2,3,3,1,21,No
47,85093,23,9,4,1,4,5,17,Yes
57,114044,27,10,1,4,3,3,25,No
34,94347,6,4,3,1,3,2,22,No
55,107374,2,9,2,2,4,1,11,No
51,96182,10,3,1,2,2,2,20,No
43,90661,29,8,4,2,1,4,20,Yes
24,70180,13,1,1,3,1,0,21,No
57,118906,8,9,4,3,1,2,18,No
46,72119,2,3,2,2,4,1,21,No
24,55921,20,0,4,3,3,4,24,No
49,118527,25,6,4,1,1,2,21,No
31,86654,24,1,1,1,3,3,19,No
52,124898,3,11,2,3,1,1,16,Yes
49,102460,7,8,3,4,4,3,18,No
50,119190,4,5,3,3,3,4,24,No
34,77173,28,4,4,3,4,3,25,No
22,84129,26,0,1,2,1,2,15,Yes
33,89413,4,2,1,4,4,3,14,Yes
57,101869,30,7,3,4,2,3,17,No
57,135358,18,15,1,3,3,2,18,No
33,48765,6,2,2,2,3,1,23,No
55,113848,28,3,3,4,4,0,11,No
46,87334,30,9,4,2,1,3,16,No
47,85243,6,6,4,4,3,3,22,Yes
32,96040,16,5,3,1,2,1,12,No
42,98287,30,4,4,2,3,2,12,No
24,67150,1,2,2,3,4,1,23,No
33,65049,12,1,4,4,3,2,17,No
59,121683,12,12,4,1,4,2,20,Yes
24,52418,17,4,3,1,2,1,19,Yes
35,64756,23,2,3,1,4,4,21,No
31,83382,11,6,2,3,2,2,15,No
42,83783,4,6,1,4,1,1,22,No
52,120207,27,10,4,3,4,4,20,No
55,96867,30,8,2,4,2,2,20,No
38,74844,21,4,1,1,1,4,24,No
22,82051,13,0,3,2,1,2,22,Yes
43,90524,10,2,3,4,2,2,12,No
51,89063,2,7,3,1,2,1,14,No
37,89934,18,0,2,2,4,0,17,No
47,81544,17,8,3,2,3,3,12,No
55,97970,18,10,4,2,2,1,18,No
57,119848,23,10,1,4,3,4,24,Yes
50,98808,8,1,3,3,2,1,20,Yes
27,98451,23,3,2,1,1,2,21,No
29,51133,12,1,2,2,2,0,23,Yes
35,88430,25,5,3,1,3,0,17,Yes
31,62385,2,0,2,3,2,1,18,Yes
48,118493,2,10,1,4,4,2,10,No
22,71871,25,0,2,2,2,1,19,No
29,53028,19,0,3,2,2,4,12,No
48,98857,5,11,2,3,1,2,15,No
40,91688,17,7,3,1,2,2,17,Yes
31,67421,8,2,3,3,1,2,23,Yes
38,91454,1,2,1,1,4,3,17,No
45,98069,22,4,4,4,3,3,23,No
34,81457,16,6,3,1,1,3,10,No
46,97418,12,8,1,3,4,2,18,No
36,90437,12,0,2,4,3,1,11,Yes
44,81054,19,3,4,2,4,3,22,No
58,138000,18,12,4,2,3,0,15,Yes
47,106867,7,11,1,3,2,1,24,No
42,64905,19,7,2,3,4,3,16,No
40,92657,24,5,3,4,4,4,17,No
55,114648,10,4,3,4,4,0,25,No
33,62821,30,1,3,4,1,2,14,No
33,49013,14,6,2,4,4,1,10,Yes
22,62904,23,0,4,3,2,3,18,No
43,109269,24,3,4,3,3,2,14,No
30,96535,10,4,3,2,2,2,19,No
43,90962,15,3,1,1,4,2,23,No
53,113654,12,7,2,4,1,3,12,No
50,88974,23,8,3,2,3,3,17,No
27,72908,9,0,1,3,4,1,16,Yes
50,105403,22,7,3,4,4,1,15,No
53,116307,25,6,2,1,1,3,17,No
50,89807,6,9,3,1,2,1,24,No
26,60869,26,4,2,2,1,0,24,No
33,102329,24,0,3,4,3,2,21,No
48,103141,21,10,1,1,3,1,24,Yes
37,90724,9,4,3,1,3,3,15,No
54,105547,29,11,2,1,2,2,20,No
23,61455,16,0,3,2,2,3,24,No
26,65997,19,1,2,1,2,7,19,No
42,97250,28,7,2,1,2,1,20,Yes
53,116074,21,7,3,4,1,0,18,No
56,129913,22,9,4,1,1,5,17,No
41,86639,24,6,1,4,1,0,17,Yes
32,62422,5,1,4,3,3,2,20,No
45,109784,6,6,3,4,1,2,13,No
49,118692,3,11,1,3,1,2,14,No
43,95780,24,2,2,1,1,1,23,No
33,72949,3,0,2,2,2,0,25,Yes
27,53753,22,1,3,4,3,2,23,Yes
38,89049,21,1,3,2,1,4,13,Yes
36,92794,1,6,4,2,2,3,17,Yes
31,68299,27,0,4,3,4,3,18,No
24,62272,18,0,1,2,4,4,23,Yes
50,103432,27,7,2,4,3,0,21,No
47,92643,17,5,4,4,2,1,15,Yes
51,95286,1,6,3,2,4,0,10,No
47,86997,25,10,3,3,1,5,10,No
46,96134,14,6,1,4,2,3,10,No
26,57461,10,3,3,4,3,2,18,Yes
41,107843,22,2,2,3,2,4,22,Yes
21,58505,22,0,4,4,3,6,10,No
45,87336,27,6,4,3,2,2,18,No
51,136387,3,6,2,1,2,2,12,Yes
25,41176,20,3,1,4,4,3,20,Yes
58,135427,11,8,2,1,4,3,23,No
35,82741,9,4,1,1,1,2,20,Yes
22,52130,9,0,2,4,1,0,15,Yes
57,113085,11,11,3,4,4,2,22,No
51,109472,21,7,1,3,1,4,13,Yes
35,68614,11,1,4,1,1,1,17,Yes
27,71090,3,6,1,2,1,1,21,No
44,98247,29,6,1,1,1,3,14,Yes
56,119844,9,13,1,2,2,0,13,Yes
58,113279,26,11,2,2,2,3,15,No
59,109361,3,9,3,2,2,1,14,Yes
53,119816,1,9,3,4,3,2,24,No
33,89859,19,8,1,1,2,0,17,No
47,78762,25,8,2,3,1,0,21,No
29,61279,19,0,4,3,4,1,11,Yes
55,131958,8,10,1,1,3,2,18,No
26,74346,5,0,1,2,2,3,13,No
37,108575,10,1,4,2,4,1,10,No
35,78551,29,2,1,2,1,3,15,No
21,60261,15,0,1,1,3,3,10,Yes
33,74685,18,3,2,2,2,1,10,No
52,98655,19,5,3,2,4,0,17,No
40,83025,15,1,1,1,3,3,22,Yes
58,97462,25,7,2,2,4,1,22,No
23,76309,15,2,1,2,2,1,15,Yes
50,112949,19,9,3,2,4,2,23,No
34,71904,27,5,2,3,2,2,24,Yes
34,78740,26,1,2,3,3,4,25,No
48,102107,5,12,3,4,4,3,17,No
43,73648,29,6,1,1,2,3,10,Yes
22,54881,12,0,1,4,2,0,22,Yes
45,85943,1,6,1,3,2,2,12,No
24,50889,30,2,3,3,3,3,18,No
50,110228,13,4,2,4,4,2,17,No
46,81099,12,10,2,4,1,0,21,Yes
42,97478,12,5,2,2,2,2,23,No
43,99485,24,4,3,2,4,2,14,No
38,80267,6,2,2,4,4,3,11,No
33,91479,6,5,1,3,1,3,13,No
59,118103,4,8,3,2,1,4,21,No
25,68869,28,0,3,2,2,2,24,No
21,32482,1,0,4,4,4,3,11,No
28,59088,3,4,2,2,1,4,10,Yes
49,95470,24,1,3,3,2,0,18,No
48,99497,14,0,4,1,4,1,16,Yes
37,106106,4,0,2,2,3,3,10,Yes
34,77623,14,5,2,3,3,2,10,No
21,68386,14,1,2,3,1,3,11,Yes
45,109446,20,6,3,3,4,1,12,No
28,87327,16,1,3,2,1,2,20,Yes
31,75750,7,4,1,2,3,4,17,No
29,75929,5,2,2,1,4,1,17,No
45,96665,4,11,2,1,4,0,22,No
49,96220,22,7,3,1,4,2,24,No
55,114281,27,12,1,4,4,2,14,Yes
39,87010,29,9,1,1,2,2,12,Yes
35,83994,8,2,1,2,4,2,13,Yes
53,121536,17,7,2,1,4,5,24,Yes
22,56599,1,0,2,1,4,1,11,No
22,59303,3,1,3,1,1,3,20,Yes
51,104579,29,1,1,2,4,0,17,Yes
55,114287,5,7,3,3,3,3,24,No
55,111208,20,12,2,1,4,2,17,No
51,102389,15,9,2,2,1,1,25,No
35,100613,12,0,3,4,4,1,16,No
29,49709,11,0,4,1,4,0,16,Yes
29,71651,28,0,1,4,1,3,12,Yes
57,136819,17,9,4,1,4,2,21,Yes
24,45077,4,0,1,4,2,2,21,No
59,123854,16,14,2,1,2,3,11,No
32,84810,29,0,4,2,3,0,22,No
37,88348,10,5,3,1,3,1,13,No
37,66444,5,3,1,1,4,4,15,No
44,84464,13,4,2,4,1,3,15,No
25,75066,18,0,3,1,2,2,12,Yes
52,89578,7,8,2,4,1,1,13,No
50,101497,17,2,2,1,3,2,24,No
24,75465,16,4,2,4,3,1,10,No
25,61934,3,0,1,1,3,1,21,Yes
21,70734,14,0,4,2,3,1,15,Yes
46,77486,27,10,4,2,1,0,11,No
37,74090,27,2,4,4,2,2,22,No
48,124114,18,7,3,4,4,2,21,No
46,92677,22,5,3,2,4,0,15,Yes
44,84199,15,7,3,4,1,0,20,Yes
44,101020,25,10,1,2,1,2,15,Yes
23,85108,20,0,3,4,1,6,12,Yes
24,64092,17,1,1,2,4,2,21,Yes
26,76059,26,4,4,3,4,1,17,No
46,114268,12,3,1,3,2,3,23,Yes
50,96949,28,5,1,1,1,1,22,Yes
57,123373,29,7,2,4,4,0,11,No
34,71322,21,2,1,1,4,1,13,Yes
53,136530,14,8,1,1,3,3,12,No
28,76896,24,1,3,1,1,4,24,No
24,71147,16,0,2,3,4,1,16,No
49,120168,5,4,1,2,2,2,18,Yes
55,109385,24,5,2,4,2,4,13,No
24,65349,12,4,4,2,1,3,14,No
55,124643,21,9,1,4,2,1,15,Yes
58,126666,27,9,4,1,2,2,22,Yes
59,122592,23,7,4,1,3,3,21,No
51,108166,28,12,1,4,4,0,11,No
22,75259,30,0,1,1,4,2,11,Yes
54,87078,18,8,1,4,3,1,24,Yes
27,36444,26,3,2,1,2,2,25,No
39,88929,14,6,2,3,4,5,20,No
46,121133,10,4,3,1,4,1,10,Yes
51,110391,17,5,2,4,3,2,15,No
36,81785,21,0,1,4,3,1,19,Yes
39,96542,18,0,1,4,1,1,19,No
57,121980,22,10,1,2,4,0,18,Yes
46,81478,26,12,2,4,1,2,10,No
34,92459,21,4,1,2,4,5,12,No
46,103468,5,0,4,1,2,1,18,Yes
40,93179,5,0,4,3,3,2,21,No
32,78394,25,6,4,3,4,1,15,No
50,110437,27,4,3,3,1,1,24,No
40,84805,26,5,4,3,2,2,18,No
47,104942,4,2,1,4,3,2,21,No
53,93266,5,12,2,1,2,0,18,Yes
59,118653,11,9,3,2,1,1,13,No
38,94637,28,7,2,3,3,0,18,No
55,119108,4,12,1,2,2,0,14,No
57,121519,12,1,2,4,1,4,22,No
26,62044,24,3,3,4,1,3,10,No
34,84191,14,1,1,1,2,4,13,No
43,82759,23,4,2,4,2,4,20,No
47,76498,26,6,2,2,3,0,19,No
26,78330,28,3,3,4,3,4,22,Yes
43,109173,4,2,1,4,3,1,11,No
36,93128,4,1,2,4,3,1,12,No
23,60149,12,0,1,4,4,2,22,No
49,108125,10,6,2,2,4,2,12,No
29,75017,8,4,1,3,4,1,24,Yes
40,93895,28,3,2,3,3,5,24,No
37,91001,28,0,2,1,3,0,13,Yes
40,102930,8,5,2,1,2,4,23,No
36,88584,19,6,1,3,3,3,12,No
53,97250,17,8,3,3,1,1,15,No
58,116894,28,9,1,1,2,2,25,No
22,67787,13,0,1,2,3,2,15,No
26,56760,22,2,2,4,4,3,20,No
29,86419,7,2,2,4,3,2,23,No
32,67540,9,1,3,4,4,1,12,No
44,109290,28,3,4,3,4,1,11,Yes
25,60224,18,1,4,1,3,1,23,No
42,79756,26,4,4,3,1,1,19,No
47,105941,19,5,3,2,1,1,16,Yes
21,66653,19,1,3,4,1,1,22,Yes
28,55684,3,3,1,1,3,3,21,Yes
58,101373,10,4,4,2,1,1,25,No
42,102241,19,10,2,3,3,1,17,No
36,78887,27,1,1,4,2,1,16,Yes
25,64274,10,3,3,1,2,6,14,Yes
48,116493,26,7,1,3,2,2,25,No
43,102636,27,13,2,2,4,0,20,No
47,99444,15,2,4,4,3,3,20,No
43,84456,13,6,3,4,2,1,10,No
52,86040,12,2,4,2,4,1,21,No
44,120240,1,7,3,2,3,1,25,No
44,86669,24,3,1,2,2,2,13,Yes
55,117588,9,10,3,2,1,2,11,No
49,102705,28,6,3,1,1,3,13,Yes
55,115276,10,10,3,3,4,3,21,No
21,64926,25,0,1,3,4,2,14,No
39,101824,26,2,1,3,2,0,10,No
46,97019,25,1,4,1,3,2,25,Yes
33,82221,12,0,2,3,4,2,15,No
24,62328,30,2,1,3,4,3,18,No
44,94976,22,10,2,1,1,3,13,No
50,113823,9,6,3,1,3,2,25,No
48,102813,22,11,1,1,1,4,25,No
56,106101,12,11,2,4,1,3,14,Yes
25,77135,8,0,2,1,2,2,22,Yes
35,94324,1,0,1,4,1,3,24,Yes
51,113930,16,4,3,4,3,2,17,No
34,87204,12,7,2,2,4,1,21,Yes
39,83735,2,3,1,3,1,3,22,Yes
44,91509,5,2,1,3,3,0,19,Yes
26,69788,26,2,3,2,3,0,21,No
31,76252,2,6,3,3,2,0,14,No
39,100024,6,7,4,1,2,1,15,Yes
56,93284,9,9,4,4,1,2,15,No
35,89469,2,4,1,2,4,0,23,No
50,98577,30,5,1,2,1,2,12,Yes
56,100935,22,11,3,4,2,1,23,Yes
28,67924,22,2,4,1,2,1,25,Yes
40,74463,1,3,2,3,3,3,12,Yes
33,97111,17,0,3,2,2,5,13,No
58,129621,22,14,2,3,2,3,22,No
47,107179,26,7,2,2,1,2,20,Yes
24,64768,28,4,1,3,2,2,23,No
49,125674,2,10,3,4,4,3,17,No
36,76909,16,3,2,2,4,3,15,No
55,115229,3,1,4,2,3,0,12,Yes
22,57707,7,0,3,1,3,3,14,No
44,90636,25,0,2,2,2,1,17,Yes
37,94434,8,2,4,1,1,4,15,Yes
44,84605,10,4,4,3,1,3,23,No
25,84965,12,2,2,2,2,3,23,Yes
34,66006,12,3,4,2,1,2,12,No
21,60779,13,1,3,1,1,2,24,No
34,98136,12,1,3,2,4,2,23,No
41,65822,10,4,4,4,4,3,21,No
54,116033,14,3,2,1,3,3,24,No
37,84485,22,4,3,2,3,2,21,No
29,82435,1,1,2,3,4,0,23,Yes
38,107718,6,3,4,4,2,2,18,Yes
42,93683,23,3,1,2,3,0,24,Yes
58,122947,10,10,3,2,2,1,16,No
57,123708,13,10,4,3,2,1,14,No
40,89844,15,6,1,1,3,0,11,Yes
27,56612,13,1,3,1,4,1,11,Yes
41,106486,9,4,1,2,2,3,22,No
34,57892,26,6,2,4,4,1,24,No
31,57580,10,1,1,4,2,1,12,No
37,59703,10,7,1,2,4,4,12,Yes
35,100175,2,4,4,3,2,4,11,No
55,116901,4,14,3,1,3,1,19,No
51,92575,11,7,1,3,3,1,23,No
25,60439,1,1,3,3,1,3,10,Yes
21,64198,29,0,1,2,1,4,12,Yes
56,109939,9,6,4,4,1,3,10,No
49,95628,5,6,3,3,3,3,13,No
30,69485,19,1,4,1,4,2,16,No
41,103819,21,5,3,3,4,1,17,No
26,74793,6,0,2,4,3,1,20,No
27,73085,5,4,3,3,2,0,11,No
51,107954,9,9,3,3,2,3,16,No
45,82691,27,10,4,2,2,3,12,Yes
57,121893,14,11,2,4,3,6,11,No
56,126267,30,12,4,1,1,2,24,No
44,96474,15,3,3,4,4,3,22,No
27,68842,28,0,2,1,3,0,19,No
42,87600,22,6,2,4,2,2,14,No
39,80827,3,7,1,1,1,1,10,No
52,113322,4,16,3,2,1,3,24,No
29,99956,2,6,4,3,1,1,22,No
54,138834,21,7,3,4,1,2,24,Yes
21,57243,4,0,4,4,1,5,24,Yes
55,137004,4,9,1,1,2,1,23,No
38,89611,28,7,1,2,4,1,21,Yes
34,115365,9,1,1,3,4,0,11,No
50,100230,24,9,2,1,3,1,13,Yes
56,125635,17,4,3,3,4,3,25,No
38,79181,9,4,2,2,1,1,18,No
47,97678,20,4,2,4,4,1,13,Yes
32,83948,25,0,2,2,1,2,12,Yes
58,109329,20,13,4,1,1,1,15,No
55,110449,4,7,4,3,3,3,23,No
59,122210,26,9,1,2,1,2,14,No
52,102806,5,3,2,3,1,4,11,Yes
45,108998,7,9,2,2,2,1,12,No
52,116361,5,7,4,2,2,3,17,No
49,94746,27,5,3,3,2,0,24,No
38,108190,6,5,3,2,3,4,16,No
39,92282,1,6,4,1,2,1,21,No
55,80821,30,8,1,4,3,0,15,No
46,103997,9,6,4,4,1,2,23,No
36,83854,23,2,4,4,2,3,21,No
33,80346,27,3,1,1,3,3,12,Yes
34,107914,25,3,4,1,2,3,11,No
45,91977,6,10,3,4,1,4,23,No
29,93174,26,2,4,3,4,4,23,No
47,99657,2,16,4,4,3,3,10,No
43,85529,26,10,2,3,1,3,23,Yes
25,63143,21,0,1,2,1,5,10,Yes
23,47017,27,0,2,1,2,1,22,Yes
51,111688,5,9,1,1,1,3,11,No
50,102884,22,7,1,3,2,2,15,Yes
54,107219,10,9,3,3,2,3,11,Yes
37,85922,27,4,4,3,4,0,14,Yes
32,68333,10,0,2,3,1,1,18,Yes
27,46422,23,4,2,3,1,0,18,No
40,81616,14,4,3,3,4,0,13,No
52,83041,9,8,3,2,4,4,11,No
25,47180,22,0,3,3,3,4,24,No
26,94358,12,0,1,1,1,1,13,No
33,74124,26,0,4,1,1,1,14,No
24,60914,5,0,4,4,3,1,15,No
43,86816,27,9,3,3,2,2,18,No
53,100649,12,12,3,1,2,1,16,Yes
35,77540,4,2,3,3,1,1,11,No
21,62218,16,1,1,4,1,1,15,No
42,77283,29,6,2,4,4,0,12,No
40,92347,13,0,4,2,3,4,18,No
39,83980,15,8,4,2,4,2,25,No
28,59069,21,2,2,4,1,1,22,No
42,94335,26,4,2,1,4,0,14,No
35,78835,10,7,1,1,4,2,15,No
29,73006,1,2,3,1,2,2,14,No
33,83397,3,2,4,4,1,3,25,No
28,91042,17,0,2,3,2,2,18,Yes
26,58255,23,3,2,3,2,0,17,Yes
56,118450,11,8,1,1,2,1,12,No
39,86625,2,0,3,3,2,1,23,No
37,102721,29,3,2,2,1,4,12,Yes
47,116921,16,5,3,2,3,1,12,No
35,89590,27,2,4,1,1,2,25,No
54,97135,12,11,3,3,1,1,25,No
53,119309,9,7,2,2,4,2,24,No
44,85601,28,6,1,1,3,2,19,No
33,82309,13,3,2,4,1,2,15,No
